,ID,NAMA,KOORDINAT,ALAMAT,RATING,JML_RATING,TAG_GOOGLE,KELURAHAN,KECAMATAN,KOTA,PROVINSI,TIPE,IDCARI,DATA_UPDATE
0,1,Balai Desa Sumbergiri,"-7.9658455, 110.7227898","2PMF+M47, Jl. Koripan 1",4.3,166,Balai masyarakat,SUMBERGIRI,PONJONG,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,1495,2024-05-29 08:34:19
1,2,Mantrijeron,"-7.8124904, 110.3524308",59Q2+2X3,5.0,3,Kantor Perusahaan,MANTRIJERON,MANTRIJERON,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,1633,2024-05-29 08:34:20
2,3,Ndalem Djoyo,"-7.8219344, 110.3619632",Jageran MJ.3/384,5.0,1,Perusahaan Induk,MANTRIJERON,MANTRIJERON,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,1633,2024-05-29 08:34:20
3,4,Mantrijeron,"-7.8176226, 110.3572094","59J4+XV4, Jl. Suryodiningratan 2",5.0,1,Pembangunan Perumahan,MANTRIJERON,MANTRIJERON,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,1633,2024-05-29 08:34:20
4,5,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,SENDANGADI,MLATI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2104,2024-05-29 08:34:27
5,6,LAXILENT CORP,"-7.7258938, 110.3752959","Perum, Jl. Pesona Anindya Palagan No.B7",5.0,2,Registri perusahaan,SENDANGADI,MLATI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2104,2024-05-29 08:34:27
6,7,Kantor PRM Bulurejo (Pimpinan Ranting Muhammadiyah Bulurejo),"-7.8592747, 110.7368826",Jl. Semin-Cawas,5.0,1,Asosiasi/organisasi,BULUREJO,SEMIN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,2331,2024-05-29 08:34:30
7,8,"Balai Padukuhan Keringan Wetan, Bulurejo, Semin, Gunungkidul","-7.8592751, 110.7443933","4PRV+7QJ, Unnamed Road",5.0,1,Kantor Perusahaan,BULUREJO,SEMIN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,2331,2024-05-29 08:34:30
8,9,YOGYAKARTA PROPERTIS,"-7.902624, 110.3540888",Jl. Parangtritis No.18,5.0,1,Layanan Telemarketing,PATALAN,JETIS,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,2413,2024-05-29 08:34:31
9,10,Kantor Kapanewon Minggir,"-7.7255856, 110.2348377","Jl. Kebonagung, Pojok 5, Sendangagung, Minggir",4.5,39,Kantor Pemerintah Distrik,SENDANGAGUNG,MINGGIR,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2486,2024-05-29 08:34:33
10,11,Jl PAKELAN SENDANG MULYO MINGGIR SLEMAN,"-7.7318614, 110.2424625","769R+7X4, Jl. Jetis",5.0,2,Kantor Perusahaan,SENDANGAGUNG,MINGGIR,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2486,2024-05-29 08:34:33
11,12,Wisma Muhammadiyah Ngloji Minggir,"-7.7272394, 110.2335786","76FM+4C4, Pojok",4.9,14,Tempat Ibadah,SENDANGAGUNG,MINGGIR,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2486,2024-05-29 08:34:33
12,13,Sendangagung farm,"-7.716945, 110.2339614",Kisik 1 002/001,5.0,1,Toko sembako pemerintah,SENDANGAGUNG,MINGGIR,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,2486,2024-05-29 08:34:33
13,14,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,SEMAKI,UMBULHARJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,3324,2024-05-29 08:34:37
14,15,Office Merapi Online,"-7.8268954, 110.3760378",Jl. Wirosaban Barat No.4,5.0,7,Registri perusahaan,SEMAKI,UMBULHARJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,3324,2024-05-29 08:34:37
15,16,Agen POS Jangkaran,"-7.8851646, 110.039687","Jl. Congot KM. 1, 55654",4.0,1,Kantor Pos,JANGKARAN,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,4021,2024-05-29 08:34:42
16,17,Kantor PCM Seyegan,"-7.7125, 110.3064806",78P4+XHX,1.0,1,Kantor Perusahaan,MARGOAGUNG,SEYEGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4043,2024-05-29 08:34:44
17,18,"Kantor PPAT AR Condrobirowo, SH., MKn.","-7.7124138, 110.30628",Jl. Tempel-Seyegan,5.0,3,Pejabat Pembuat Akta Tanah,MARGOAGUNG,SEYEGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4043,2024-05-29 08:34:44
18,19,Rumah,"-7.7095843, 110.3052718","78R4+546, Jl. Raya Margoagung",5.0,1,Katering,MARGOAGUNG,SEYEGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4043,2024-05-29 08:34:44
19,20,RASI SLEMAN YOGYAKARTA,"-7.717822, 110.430715",Jl. Raya Wonorejo Jl. Tonggalan No.1,5.0,2,Kantor Hubungan Masyarakat,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
20,21,Kantor Best Places Site,"-7.7272817, 110.433538",7CFM+3CM,5.0,2,Kantor Perusahaan,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
21,22,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
22,23,RsbTiket,"-7.7466095, 110.4153661","Gebang, Jl. Gebang No.53, RT.03/rw44",5.0,1,Kantor Perusahaan,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
23,24,HUP OFFICE YOGYAKARTA,"-7.7467169, 110.4128878",7C37+856,5.0,8,Penyedia Layanan Telekomunikasi,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
24,25,Be Think 1 Percetakan&Reklame,"-7.7227608, 110.4197457","Jl. Terung Raya, Gg. Alpukat Jl. Terung No.123",5.0,1,Kantor Perusahaan,WEDOMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,4095,2024-05-29 08:34:46
25,26,Bener Computer & Copy Centre,"-7.7814055, 110.3521918",Jl. Kyai Mojo No.88,3.5,14,Toko Percetakan,BENER,TEGALREJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,4898,2024-05-29 08:34:49
26,27,Kantor Kelurahan Bener,"-7.7767779, 110.353504","69C3+QX3, Jl. Bener No.48",4.2,13,Kantor Pemerintah,BENER,TEGALREJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,4898,2024-05-29 08:34:49
27,28,Kantor Kepala Desa Semugih,"-8.0695118, 110.7593572","WQJ5+5PX, Jl. Wonosari Pracimantoro",5.0,1,Kantor Perusahaan,SEMUGIH,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,5540,2024-05-29 08:34:55
28,29,Kantor Dukuh SemUgiH,"-8.0707464, 110.7478486",WPHX+P45,1.0,1,Kantor Perusahaan,SEMUGIH,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,5540,2024-05-29 08:34:55
29,30,PPM Kecamatan Rongkop,"-8.068038, 110.758396",Jl. Wonosari Pracimantoro,5.0,1,Kantor Perusahaan,SEMUGIH,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,5540,2024-05-29 08:34:55
30,31,Kantor Kapanewon Rongkop,"-8.0833303, 110.7640435","JL. Baran, No. 78, Semugih, Rongkop",4.2,17,Kantor Pemerintah Distrik,SEMUGIH,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,5540,2024-05-29 08:34:55
31,32,Kantor Kelurahan,"-8.1464044, 110.7308713",VP3J+C8Q,4.0,1,Kantor Hubungan Masyarakat,KARANGAWEN,GIRISUBO,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,5736,2024-05-29 08:34:58
32,33,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,-,KOTAGEDE,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,6604,2024-05-29 08:35:05
33,34,Office Merapi Online,"-7.8268954, 110.3760378",Jl. Wirosaban Barat No.4,5.0,7,Registri perusahaan,-,KOTAGEDE,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,6604,2024-05-29 08:35:05
34,35,RAGIL PRO,"-7.9692991, 110.3568522",Dermojurang,5.0,1,Toko Percetakan,SELOHARJO,PUNDONG,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,6899,2024-05-29 08:35:08
35,36,Ranting NU Seloharjo,"-7.9882238, 110.3218424",Buka 24 jam,4.8,69,Gedung Pertemuan,SELOHARJO,PUNDONG,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,6899,2024-05-29 08:35:08
36,37,Smarthome Tirtomartani Kalasan,"-7.7445196, 110.4635361",7F47+5CV,4.3,9,Kantor Perusahaan,TIRTOMARTANI,KALASAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,6926,2024-05-29 08:35:09
37,38,Pemerintah Kalurahan Ngargosari,"-7.6615074, 110.1542315",85Q3+9MX,4.5,28,Kantor Pemerintah,NGARGOSARI,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7223,2024-05-29 08:35:14
38,39,AGEN JNE BUMDES NGARGOSARI,"-7.6615801, 110.1544001","Ngaliyan, RT.06/RW.02",5.0,2,Jasa Pengiriman,NGARGOSARI,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7223,2024-05-29 08:35:14
39,40,"KPRI ""TEGUH"" Samigaluh","-7.6718007, 110.1670209",85H8+7RC,4.0,1,Kantor Perusahaan,NGARGOSARI,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7223,2024-05-29 08:35:14
40,41,MWC NU Samigaluh,"-7.6605158, 110.1587836",85Q5+QGV,5.0,1,Kantor Perusahaan,NGARGOSARI,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7223,2024-05-29 08:35:14
41,42,BUMDES Binangun Sejahtera Ngargosari,"-7.6605593, 110.1563049","85Q4+QGF, Jl. Samigaluh - Loano",5.0,1,Kantor Perusahaan,NGARGOSARI,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7223,2024-05-29 08:35:14
42,43,Kantor Kapanewon Temon,"-7.886656, 110.077804",Jl. Wates - Purworejo No.Km 10,4.3,19,Kantor Pemerintah Distrik,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
43,44,Kantor Pimpinan Cabang Muhammadiyah Temon,"-7.8858751, 110.0761143",437G+JCX,4.5,2,Yayasan,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
44,45,Kalurahan Temon Kulon,"-7.8800506, 110.0753958",439G+X5C,5.0,3,Kantor Pemerintah,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
45,46,PLN Temon,"-7.8862957, 110.0681299",4379+F7J,2.5,15,Kantor Perusahaan,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
46,47,Balai Penyuluhan KB Kecamatan Temon,"-7.8863746, 110.0779534",Jl. Wates - Purworejo No.Km 10,5.0,2,Kantor Perusahaan,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
47,48,Kantorpos Temon Yogya,"-7.8869294, 110.0824435",Jl. Purworejo Km. 25,3.6,14,Kantor Pos,TEMON KULON,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,7262,2024-05-29 08:40:28
48,49,Kenditan Merdikorejo Tempel Sleman,"-7.634062, 110.3514524","Merdikorejo, Tempel",4.4,14,Kantor Perusahaan,MERDIKOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,8046,2024-05-29 08:40:35
49,50,Kantor Dukuh Blumbang Merdikoredjo,"-7.6168091, 110.3674963",99M8+7XH,3.0,1,Ruang Kerja Bersama,MERDIKOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,8046,2024-05-29 08:40:35
50,51,PT. Abadi Bina Indonesia (treniaga.com),"-7.9122174, 110.3825147","No.Km 14, No. 96, Jl. Imogiri Tim.",4.3,106,Kantor Perusahaan,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
51,52,Kantor Kepala Desa Imogiri,"-7.9183459, 110.3824005","39JJ+MX6, Jalan Imogiri Timur, Minggiran, Imogiri",4.0,2,Kantor Pemerintah Distrik,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
52,53,Kantor Kapanewon Imogiri,"-7.9207489, 110.3815558","39HJ+PJ3, JL. Ngancar, Karangtalun, Imogiri",3.9,46,Kantor Pemerintah Distrik,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
53,54,Makam Raja-Raja Imogiri,"-7.9204974, 110.3957999",39HW+R83 Makam Raja-Raja Yogyakarta & Surakarta Pajimatan,4.7,570,Tempat Ziarah,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
54,55,Pemerintah Kalurahan Imogiri,"-7.918243, 110.3821174",Jl. Imogiri Tim. No.96,4.0,90,Kantor Pemerintah,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
55,56,CV LESTARI,"-7.9115031, 110.3821864",Bendo Rt 03,4.2,5,Kantor Perusahaan,IMOGIRI,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8250,2024-05-29 08:40:36
56,57,Kantor Kapanewon Panjatan,"-7.9055265, 110.1698701","35V9+QWQ, Jl. Nagung-Brosot",4.4,10,Kantor Pemerintah Distrik,PANJATAN,PANJATAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,8345,2024-05-29 08:40:38
57,58,"Kantor Notaris Dinar Lingga Damayanti S.H., M.H., M.Kn.","-7.9032145, 110.168227",Buka,5.0,7,Notaris,PANJATAN,PANJATAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,8345,2024-05-29 08:40:38
58,59,Ketua RT 03,"-7.9014963, 110.695227","3MXW+C35, Unnamed Road",5.0,1,Kantor Perusahaan,JATIAYU,KARANGMOJO,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8592,2024-05-29 08:40:42
59,60,Balai Desa Jatiayu Karangmojo Gunungkidul,"-7.9055125, 110.6882344",3MVQ+Q7X,5.0,1,Kantor Pemerintah,JATIAYU,KARANGMOJO,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,8592,2024-05-29 08:40:42
60,61,꧋ꦏꦤ꧀ꦠꦺꦴꦂꦧꦼꦱꦂꦪꦺꦴꦒꦾꦏꦫꦠ,"-7.8016584, 110.365141",Jl. Panembahan Senopati No.2,5.0,1,Kantor Perusahaan,PRAWIRODIRJAN,GONDOMANAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,8968,2024-05-29 08:40:43
61,62,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,PRAWIRODIRJAN,GONDOMANAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,8968,2024-05-29 08:40:43
62,63,BKM Wonokromo,"-7.869729, 110.3910021","49JR+4C2, Jl. Imogiri Tim.",5.0,1,Kantor Perusahaan,WONOKROMO,PLERET,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,9427,2024-05-29 08:40:46
63,64,Pemerintah Kalurahan Wonokromo,"-7.8695071, 110.3927873",Jl. Imogiri Tim. No.10,4.3,45,Kantor Pemerintah,WONOKROMO,PLERET,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,9427,2024-05-29 08:40:46
64,65,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,SARIHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,9809,2024-05-29 08:40:49
65,66,LAXILENT CORP,"-7.7258938, 110.3752959","Perum, Jl. Pesona Anindya Palagan No.B7",5.0,2,Registri perusahaan,SARIHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,9809,2024-05-29 08:40:49
66,67,PT KOMITRANDO WONOSARI,"-7.9822388, 110.6170884",Jl. Nasional III No.52,4.1,53,Kantor Perusahaan,BALEHARJO,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,10198,2024-05-29 08:40:54
67,68,SiCepat Ekspres DIY Wonosari,"-7.9765, 110.611528",Jl. Mgr. Sugiyo Pranoto No.48,1.7,288,Jasa Pengiriman,BALEHARJO,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,10198,2024-05-29 08:40:54
68,69,Pos Lalu Lintas Ternak Temon 1,"-7.8827288, 110.0466836",428W+WM3,5.0,2,Kantor Pemerintah,SINDUTAN,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,10472,2024-05-29 08:40:58
69,70,PT. LINTAS NUSANTARA PERDANA (LNP) WONOSARI,"-7.950484, 110.5864983",Jl. Nasional III,4.9,9,Jasa Kurir,LOGANDENG,PLAYEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,10616,2024-05-29 08:41:00
70,71,Pemerintah Kalurahan Bendungan,"-7.9606185, 110.6301878",Jl. Karangmojo - Wonosari No.16,4.3,6,Kantor Pemerintah,BENDUNGAN,KARANGMOJO,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,10679,2024-05-29 08:41:01
71,72,Kantor UPK Kalibawang,"-7.6745412, 110.2624833",87G6+5XQ,5.0,4,Kantor Perusahaan,BANJAROYO,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,11304,2024-05-29 08:41:03
72,73,Kantor Kapanewon Kalibawang,"-7.6744149, 110.2629785",Buka,3.7,18,Kantor Pemerintah Distrik,BANJAROYO,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,11304,2024-05-29 08:41:03
73,74,srawung.com,"-8.0657506, 110.5411176",Buka 24 jam,4.5,4,Layanan Berita,PLANJAN,SAPTOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,12877,2024-05-29 08:50:20
74,75,Dusble,"-8.067584, 110.544567","Jl. Pantai Selatan Jawa, Pucung RT/RW:03/01, Planjan, Saptosari",5.0,1,Layanan Berita,PLANJAN,SAPTOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,12877,2024-05-29 08:50:20
75,76,Balai Desa Planjan,"-8.0936765, 110.5533771",WH43+G9C,4.4,55,Kantor Hubungan Masyarakat,PLANJAN,SAPTOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,12877,2024-05-29 08:50:20
76,77,Balai Desa Mulusan,"-8.0070095, 110.544556",Buka,4.2,49,Kantor Hubungan Masyarakat,MULUSAN,PALIYAN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,13016,2024-05-29 08:50:21
77,78,ONE CORP YOGYAKARTA,"-7.7859344, 110.4165565","Jl. Santan Gg. 2 No.7, RT.18/RW.23",5.0,1,Kantor Hubungan Masyarakat,MAGUWOHARJO,DEPOK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,13093,2024-05-29 08:50:23
78,79,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,TRIHARJO,SLEMAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,13125,2024-05-29 08:50:24
79,80,Biro Jasa STNK & SIM Jogja,"-7.7345613, 110.4526706",Perum Jl. Griya Purwa Asri No.C308,5.0,161,Kantor Pelayanan STNK & SIM,PURWOMARTANI,KALASAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,13159,2024-05-29 08:50:25
80,81,Ketua RT 01 Sagiyo,"-7.8029851, 110.6528448",5MW3+R45,5.0,2,Kantor Perusahaan,TEGALREJO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,13170,2024-05-29 08:50:27
81,82,Kantor redaksi Gedangsari.com,"-7.8295855, 110.6200356","RT 01 RW 06 Dusun, Jl. Krinjing",4.5,14,Kantor Perusahaan,TEGALREJO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,13170,2024-05-29 08:50:27
82,83,Nanang Agus S,"-7.8015478, 110.6370194",5JXP+9RJ,5.0,1,Kantor Perusahaan,TEGALREJO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,13170,2024-05-29 08:50:27
83,84,Tegalrejo,"-7.8016524, 110.6412738","5JXR+8GJ, Jl",5.0,1,Bengkel Elektronik,TEGALREJO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,13170,2024-05-29 08:50:27
84,85,RPH Mulo,"-8.0166687, 110.5857786",XHMP+88J,4.0,1,Kantor Perusahaan,MULO,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14027,2024-05-29 08:50:32
85,86,Pendaftaran Pasang Baru Indi@Home Jogja - 085156418188,"-7.7539985, 110.3496476",DONOKITRI 07 No.015,5.0,1,Layanan Pemasaran Internet,TRIHANGGO,GAMPING,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,14189,2024-05-29 08:52:06
86,87,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,TRIHANGGO,GAMPING,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,14189,2024-05-29 08:52:06
87,88,"RPH GIRING, BDH PALIYAN","-8.0157628, 110.561863",Buka,4.7,6,Kantor Perusahaan,GIRING,PALIYAN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14315,2024-05-29 08:52:09
88,89,Balai Desa Giring,"-8.0155936, 110.5628099",XHM7+Q47,4.4,60,Kantor Perusahaan,GIRING,PALIYAN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14315,2024-05-29 08:52:09
89,90,"Balai Desa Kenteng, Ponjong, Gunungkidul","-7.9879734, 110.7526624",2Q63+R37,5.0,2,Kantor Pemerintah,KENTENG,PONJONG,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14334,2024-05-29 08:52:10
90,91,PROCEDÉ ÌNK,"-7.9054574, 110.6217134",3JVC+RM8,5.0,3,Kantor Perusahaan,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
91,92,RUMAH BPK KEPALA DESA KEDUNG POH,"-7.8732235, 110.6147889",rto3 rw02,5.0,3,Kantor Hubungan Masyarakat,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
92,93,BALAI DESA Kedungkeris,"-7.9071251, 110.6147433",3JV7+4VX,3.9,12,Kantor Pemerintahan Daerah,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
93,94,BUMDES Murtigading Lestari,"-7.9616566, 110.2658954",Jl. Raya Sanden No.KM 4,5.0,9,Kantor Perusahaan,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
94,95,CV. Aneka jasa mulya,"-7.971428, 110.2745155",Jl. Dahlia Jl. Mayungan 1 No.Rt. 02,5.0,1,Kantor Perusahaan,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
95,96,Kantor Jaga Sanden,"-7.9681231, 110.2651925",27J8+Q34,1.0,1,Perusahaan Listrik,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
96,97,Pemerintah Kalurahan Murtigading,"-7.9677597, 110.2656124",27J8+V6X,4.4,100,Kantor Pemerintah,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
97,98,Head Office BM,"-7.6814988, 110.4246764",8C9F+CV3,4.0,1,Kantor Perusahaan,UMBULMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,15554,2024-05-29 08:52:40
98,99,Kantor POS Umbulmartani,"-7.6884348, 110.4186701","Jalan Kaliurang Km 14,4 Umbulmartani Ngemplak, Sleman",2.5,6,Jasa Pengiriman,UMBULMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,15554,2024-05-29 08:52:40
